spanish,basque,context
gas respiratorio,arnas-gas,Life sciences > Human physiology
gasto,gastu,Economic Sciences > Organization and management of enterprises
gasto,emari,Technological Sciences > Environmental technology and engineering
gasto, fluxu,Technological Sciences > Environmental technology and engineering
gasto, jario,Technological Sciences > Environmental technology and engineering
gasto,gastu,Juridical Sciences & Law > Finance law
gasto,gastu,Economic Sciences > Economic theory
gasto,gastu,Economic Sciences > Economic accounting
gasto,gastu,Technological Sciences > Projects
gasto financiero,finantzaketari lotutako gastu,Juridical Sciences & Law > Finance law
gasto financiero,gastu finantzario,Economic Sciences > Economic accounting
gasto financiero,finantza-gastu,Economic Sciences > Financial Accounting
gasto financiero, gastu finantzario,Economic Sciences > Financial Accounting
gasto financiero,finantza-gastu,Economic Sciences > Organization and management of enterprises
gasto financiero, gastu finantzario,Economic Sciences > Organization and management of enterprises
generación,sorketa,Technological Sciences > Telecommunications technology
generación,belaunaldi,Education sciences
generación,konputagailu-belaunaldi,Technological Sciences > Computer technology
generación,belaunaldi,Medical Sciences > Pharmacology
generador,generadore,Physics > Electro-magnetism
generador, sorgailu,Physics > Electro-magnetism
generador,sorgailu,Technological Sciences > Electronic technology
generador, sorgailu elektriko,Technological Sciences > Electronic technology
generador,ekoizle,Physics > Thermodynamics
generador,sorgailu,Physics > Aplied Physics
generador,sorgailu,Technological Sciences > Telecommunications technology
generador,sorgailu,Technological Sciences > Environmental technology and engineering
generador,sorgailu,Physics > General Physics specialities
generador,sorgailu,Technological Sciences > Electrical technology and engineering
generador,sortzaile,Physics > Theoretical physics
generador de corriente,korronte-sorgailu,Technological Sciences > Electronic technology
generador de corriente, korronte sorgailu independente,Technological Sciences > Electronic technology
generador de corriente,korronte-generadore,Physics > Electro-magnetism
género,genero,Medical Sciences > Microbiology
género,genero,Education sciences
género,genus,Juridical Sciences & Law > Roman law
giro,biraketa,Technological Sciences > Construction technology
giro,biraketa,Technological Sciences > Electrical technology and engineering
giro,zurrunbilo ozeaniko,Earth and Space Sciences > Metereology and Oceanography
golpe de ariete,ahari-kolpe,Technological Sciences > Electrical technology and engineering
golpe de ariete,ariete-kolpe,Physics > Fluids (physics of)
gracia,grazia,Juridical Sciences & Law > Roman law
gracia,barkamen,Juridical Sciences & Law > Constitutional law
grado,maila,Juridical Sciences & Law > Constitutional law
grado,gradu,Physics > General Physics specialities
grado, °,Physics > General Physics specialities
grado,gradu,Medical Sciences > Pharmaceutical Technology
grado,gradu,Medical Sciences > Pharmacology
grado, maila,Medical Sciences > Pharmacology
grado,maila,Mathematics > Algebra
grado,gradu,Physics > Electro-magnetism
grado,maila,Mathematics > Analysis and functional analysis
grado,gradu,Chemistry > Physical chemistry
grado de insaturación,asegabetze maila,Life sciences > Biochemistry and Molecular Biology
grado de insaturación,asegabetasun-maila,Technological Sciences > Food technology
grado de insaturación,asegabetasun-maila,Chemistry > Organic chemistry
gravedad,grabitate,Technological Sciences > Environmental technology and engineering
gravedad, grabitate-indar,Technological Sciences > Environmental technology and engineering
gravedad, grabitazio,Technological Sciences > Environmental technology and engineering
gravedad, indar grabitatorio,Technological Sciences > Environmental technology and engineering
gravedad,larritasun,Life sciences > Microbiology
gravedad,grabitate,Physics > Aplied Physics
gravedad,grabitate,Physics > Electro-magnetism
gravedad,grabitate,Earth and Space Sciences > Geology
gravedad,grabitate,Physics > General Physics specialities
gravedad,grabitate,Technological Sciences > Construction technology
gravedad,grabitate,Physics > Mechanics
grieta,arraildura,Technological Sciences > Environmental technology and engineering
grieta, fisura,Technological Sciences > Environmental technology and engineering
grieta, pitzadura,Technological Sciences > Environmental technology and engineering
grieta,arraildura,Earth and Space Sciences > Geology
grieta,arrakala,Technological Sciences > Mechanical engineering and technology
grupo,talde,Physics > Theoretical physics
grupo,talde,Juridical Sciences & Law > Administrative law
grupo,talde,Medical Sciences > Pharmacology
grupo,talde,Education sciences
grupo,talde,Mathematics > Algebra
grupo,enpresa talde,Economic Sciences > Economic accounting
grupo, sozietate talde,Economic Sciences > Economic accounting
grupo, talde,Economic Sciences > Economic accounting
grupo,multzo,Technological Sciences > Projects
grupo de empresas,enpresa talde,Economic Sciences > Economic accounting
grupo de empresas, sozietate talde,Economic Sciences > Economic accounting
grupo de empresas, talde,Economic Sciences > Economic accounting
grupo de empresas,enpresa-talde,Juridical Sciences & Law > Labour and Social Security law
grupo de empresas, enpresen talde,Juridical Sciences & Law > Labour and Social Security law
grupo de sociedades,baltzu talde,Juridical Sciences & Law > Commercial law
grupo de sociedades,sozietate-talde,Juridical Sciences & Law > Finance law
grupo funcional,talde funtzional,Life sciences > Biochemistry and Molecular Biology
grupo funcional,funtzio-talde,Chemistry > Organic chemistry
grupo funcional, talde funtzional,Chemistry > Organic chemistry
grupo funcional,funtzio-talde,Chemistry > Analytical chemistry
grupo funcional,talde funtzional,Technological Sciences > Chemical technology and engineering
Hacienda Pública,Herri Ogasun,Juridical Sciences & Law > Finance law
Hacienda Pública,Ogasun Publikoa,Economic Sciences > Organization and management of enterprises
haz de radiación,erradiazio-sorta,Physics > Electro-magnetism
haz de radiación,izpi sorta,Medical Sciences > Medical diagnostic and Treatment Technology
hecho,egitate,Juridical Sciences & Law > Finance law
hecho,egitate,Juridical Sciences & Law > Law Philosophy
hecho,gertakari,Juridical Sciences & Law > Constitutional law
hemocitómetro,hemozitometro,Life sciences > Biochemistry and Molecular Biology
hemocitómetro,Neubauer ganbera,Life sciences > Cell biology
hemorragia,odoljario,Medical Sciences > Pharmacology
hemorragia,hemorragia,Life sciences > Microbiology
hemorragia, odoljario,Life sciences > Microbiology
hemorragia,hemorragia,Life sciences > Human physiology
heredero,jaraunsle,Juridical Sciences & Law > Law Philosophy
heredero,jaraunsle,Juridical Sciences & Law > Finance law
heredero,jaraunsle,Juridical Sciences & Law > Roman law
heredero,oinordeko,Juridical Sciences & Law > Constitutional law
heredero,jaraunsle,Juridical Sciences & Law > Civil law
heredero, oinordeko,Juridical Sciences & Law > Civil law
herencia,jaraunspen,Juridical Sciences & Law > Roman law
herencia,jaraunspen,Juridical Sciences & Law > Law Philosophy
herencia,herentzia,Juridical Sciences & Law > Finance law
herencia, jaraunspen,Juridical Sciences & Law > Finance law
herencia,herentzia,Technological Sciences > Computer technology
herencia,jaraunspen,Juridical Sciences & Law > Administrative law
herencia,jaraunspen,Juridical Sciences & Law > Civil law
herencia, jarauntsi,Juridical Sciences & Law > Civil law
herencia yacente,jarauntsi banatugabe,Juridical Sciences & Law > Civil law
herencia yacente,etzaniko jaraunspen,Juridical Sciences & Law > Roman law
herencia yacente,banatu gabeko herentzia,Juridical Sciences & Law > Finance law
hilo,hari,Technological Sciences > Electrical technology and engineering
hilo,hari,Physics > Aplied Physics
hilo,hari,Physics > Electro-magnetism
hilo,hortzetako hari,Medical Sciences > Dentistry
hilo,hari,Technological Sciences > Computer technology
hipótesis de carga,kargako hipotesi,Technological Sciences > Electrical technology and engineering
hipótesis de carga,karga-hipotesi,Technological Sciences > Construction technology
hipótesis nula,hipotesi huts,Economic Sciences > Econometrics
hipótesis nula, hipotesi nulu,Economic Sciences > Econometrics
hipótesis nula,hipotesi nulu,Mathematics > Statistics
hipótesis nula,hipotesi huts,Chemistry > Analytical chemistry
homicidio,giza hilketa,Juridical Sciences & Law > Criminal law
homicidio,homizidio,Juridical Sciences & Law > Roman law
hueso,hezur albeolar,Medical Sciences > Dentistry
hueso,hezur,Medical Sciences > Pharmacology
hueso,hezur,Life sciences > Cell biology
huésped susceptible,ostalari sentikor,Life sciences > Microbiology
huésped susceptible,kutsa daitekeen pertsona osasuntsu,Medical Sciences > Public health
humedad específica,hezetasun espezifiko,Technological Sciences > Chemical technology and engineering
humedad específica,hezetasun-ratio,Technological Sciences > Environmental technology and engineering
igualdad,berdintasun,Education sciences
igualdad,berdintasun,Juridical Sciences & Law > Law Philosophy
igualdad,berdintasun,Juridical Sciences & Law > Finance law
igualdad,berdintza,Mathematics > Algebra
igualdad,berdintasun,Mathematics > Statistics
igualdad,berdinketa,Mathematics > Analysis and functional analysis
igualdad, berdintasun,Mathematics > Analysis and functional analysis
igualdad, berdintza,Mathematics > Analysis and functional analysis
igualdad,berdintasun,Juridical Sciences & Law > Constitutional law
ilegalidad,legezkontrakotasun,Juridical Sciences & Law > Constitutional law
ilegalidad,legez kontrakotasun,Juridical Sciences & Law > Law Philosophy
ilegalidad, zuzenbide  kontrakotasun,Juridical Sciences & Law > Law Philosophy
imagen inversa,alderantzizko irudi,Mathematics > Algebra
imagen inversa,aurreirudi,Mathematics > Analysis and functional analysis
imagen virtual,alegiazko irudi,Physics > Optics
imagen virtual,irudi birtual,Physics > Electro-magnetism
impedimento estérico,oztopo esteriko,Chemistry > Organic chemistry
impedimento estérico,desitxuratze esteriko,Life sciences > Biochemistry and Molecular Biology
imprudencia,zuhurtziagabekeria,Juridical Sciences & Law > Criminal law
imprudencia,zuhurtziagabetasun,Juridical Sciences & Law > Law Philosophy
impuesto sobre la renta de las personas físicas,pertsona fisikoen errentaren gaineko zerga,Economic Sciences > Economic accounting
impuesto sobre la renta de las personas físicas,pertsona fisikoaren errentaren gaineko zerga,Juridical Sciences & Law > Finance law
impuesto sobre la renta de las personas físicas, PFEGZ,Juridical Sciences & Law > Finance law
impuesto sobre la renta de las personas físicas,pertsona fisikoen errentaren gaineko zerga,Economic Sciences > General economics
impuesto sobre la renta de las personas físicas, PFEZ,Economic Sciences > General economics
impuesto sobre sucesiones y donaciones,ODGZ,Juridical Sciences & Law > Finance law
impuesto sobre sucesiones y donaciones, oinordetza eta dohaintzen gaineko zerga,Juridical Sciences & Law > Finance law
impuesto sobre sucesiones y donaciones,oinordetzen eta dohaintzen gaineko zerga,Economic Sciences > General economics
impuesto sobre transmisiones patrimoniales y actos jurídicos documentados,OEEJDGZ,Juridical Sciences & Law > Finance law
impuesto sobre transmisiones patrimoniales y actos jurídicos documentados, ondare eskualdaketaren eta egintza juridiko dokumentuen gaineko zerga,Juridical Sciences & Law > Finance law
impuesto sobre transmisiones patrimoniales y actos jurídicos documentados,ondare-eskualdaketen eta egintza juridiko dokumentatuen gaineko zerga,Economic Sciences > Economic accounting
impugnar,errekurritu,Juridical Sciences & Law > Procedural law
impugnar, inpugnatu,Juridical Sciences & Law > Procedural law
impugnar,aurkaratu,Juridical Sciences & Law > Administrative law
impugnar, aurkatu,Juridical Sciences & Law > Administrative law
impugnar, inpugnatu,Juridical Sciences & Law > Administrative law
impugnar,inpugnatu,Juridical Sciences & Law > Labour and Social Security law
impugnar,aurkatu,Juridical Sciences & Law > Law Philosophy
impulsar,eragin,Education sciences
impulsar,bultzatu,Technological Sciences > Mechanical engineering and technology
impulso,pultsu,Technological Sciences > Telecommunications technology
impulso,bulkada,Physics > Aplied Physics
impulso,bulkada,Physics > Mechanics
impulso,bulkada,Physics > General Physics specialities
impulso,bulkada,Life sciences > Animal Biology
imputación,egozketa,Juridical Sciences & Law > Procedural law
imputación, egozte,Juridical Sciences & Law > Procedural law
imputación, inputazio,Juridical Sciences & Law > Procedural law
imputación,egozpen,Juridical Sciences & Law > Law Philosophy
imputación,egozpen,Juridical Sciences & Law > Finance law
imputación, esleipen,Juridical Sciences & Law > Finance law
incidencia,eraso,Physics > Electro-magnetism
incidencia,intzidentzia,Life sciences > Microbiology
incidencia,intzidentzia,Medical Sciences > Public health
inclusión,inklusio,Life sciences > Microbiology
inclusión,inklusio,Life sciences > Cell biology
inclusión,inklusioa,Technological Sciences > Environmental technology and engineering
inclusión,inklusio,Juridical Sciences & Law > Canon law
inclusión,partekotasun,Mathematics > Topology
inclusión, partekotasun-erlazio,Mathematics > Topology
inclusión,partekotasun,Mathematics > Algebra
indeterminación,indeterminazio,Mathematics > Analysis and functional analysis
indeterminación,mugagabetasun,Juridical Sciences & Law > Law Philosophy
indeterminación,indeterminazio,Physics > Electro-magnetism
indeterminación, ziurgabetasun,Physics > Electro-magnetism
índice,indize,Juridical Sciences & Law > Finance law
índice,indize,Physics > Electro-magnetism
índice,indize,Medical Sciences > Pharmacology
índice,indize,Mathematics > Algebra
índice,indize,Technological Sciences > Computer technology
índice,indize,Medical Sciences > Pharmaceutical Technology
índice,aurkibide,Technological Sciences > Projects
índice,indize,Technological Sciences > Environmental technology and engineering
índice de precios,prezioen indize,Economic Sciences > Economic accounting
índice de precios,prezio-indize,Economic Sciences > Economic theory
índice de precios,prezio-indize,Technological Sciences > Projects
índice de precios,prezioen indize,Economic Sciences > Organization and management of enterprises
índice de precios al consumo,kontsumorako prezioen indize,Economic Sciences > General economics
índice de precios al consumo, KPI,Economic Sciences > General economics
índice de precios al consumo,kontsumoko prezioen indize,Technological Sciences > Projects
índice de precios al consumo, KPI,Technological Sciences > Projects
índice de precios al consumo,kontsumo-prezioen indize,Economic Sciences > Economic accounting
índice de precios al consumo, kontsumorako prezioen indize,Economic Sciences > Economic accounting
individuo,gizabanako,Juridical Sciences & Law > Law Philosophy
individuo, indibiduo,Juridical Sciences & Law > Law Philosophy
individuo,ale,Mathematics > Statistics
individuo, objektu,Mathematics > Statistics
individuo, unitate estatistiko,Mathematics > Statistics
inductor,bobina,Technological Sciences > Electronic technology
inductor, haril,Technological Sciences > Electronic technology
inductor, induktantzia,Technological Sciences > Electronic technology
inductor, indukzio-bobina,Technological Sciences > Electronic technology
inductor,eragile,Medical Sciences > Pharmaceutical Technology
inductor,induktore,Technological Sciences > Electrical technology and engineering
inductor,induktore,Juridical Sciences & Law > Criminal law
indulto,indulto,Juridical Sciences & Law > Criminal law
indulto,indultu,Juridical Sciences & Law > Procedural law
infección vírica,birusen infekzio,Medical Sciences > Microbiology
infección vírica,infekzio biriko,Life sciences > Microbiology
información,argibide,Education sciences
información,informazio,Technological Sciences > Computer technology
información,informazio,Technological Sciences > Electronic technology
información,datu,Technological Sciences > Instrumentation technology
información, informazio,Technological Sciences > Instrumentation technology
infracción administrativa,urraketa administratibo,Juridical Sciences & Law > Finance law
infracción administrativa,administrazio arau-hauste,Juridical Sciences & Law > Administrative law
infracción administrativa, arau-hauste,Juridical Sciences & Law > Administrative law
ingreso total,sarrera oso,Economic Sciences > Economic theory
ingreso total, sarrera total,Economic Sciences > Economic theory
ingreso total,guztirako diru-sarrera,Economic Sciences > General economics
inhalación,arnasgora,Life sciences > Animal Biology
inhalación,inhalazio,Medical Sciences > Pathology
inhalación,arnasgora,Life sciences > Human physiology
inhalación,inhalazio,Medical Sciences > Pharmaceutical Technology
injusticia,bidegabekeria,Juridical Sciences & Law > Law Philosophy
injusticia, injustizia,Juridical Sciences & Law > Law Philosophy
injusticia,bidegabetasun,Juridical Sciences & Law > Constitutional law
inmigración,inmigrazio,Juridical Sciences & Law > Canon law
inmigración,immigrazio,Juridical Sciences & Law > Labour and Social Security law
inmigración,immigrazio,Juridical Sciences & Law > Constitutional law
inmunidad,immunitate,Medical Sciences > Microbiology
inmunidad,immunitate,Life sciences > Microbiology
inmunidad,immunitate,Juridical Sciences & Law > Constitutional law
inmunidad,bortxaezintasun,Juridical Sciences & Law > International law
inmunidad,immunitate,Juridical Sciences & Law > Law Philosophy
inspección,ikuskapen,Juridical Sciences & Law > Administrative law
inspección,ikuskaritza,Technological Sciences > Environmental technology and engineering
inspección,ikuskapen,Technological Sciences > Projects
inspección, inspekzio,Technological Sciences > Projects
inspección,ikuskapen,Technological Sciences > Mechanical engineering and technology
inspección,ikuskapen,Medical Sciences > Pharmaceutical Technology
inspección,ikuskaritza,Juridical Sciences & Law > Finance law
inspección, ikuskatzailetza,Juridical Sciences & Law > Finance law
inspección, ikuskapen,Juridical Sciences & Law > Finance law
inspección,ikuskapen,Economic Sciences > Organization and management of enterprises
inspección,ikuskaritza,Juridical Sciences & Law > Labour and Social Security law
instancia,instantzia,Technological Sciences > Computer technology
instancia,auzialdi,Juridical Sciences & Law > Finance law
instancia,instantzia,Juridical Sciences & Law > Labour and Social Security law
instancia,auzialdi,Juridical Sciences & Law > Procedural law
instancia,auzialdi,Juridical Sciences & Law > Administrative law
institución,instituzio,Education sciences
institución,instituzio,Juridical Sciences & Law > Law Philosophy
institución,erakunde,Juridical Sciences & Law > Constitutional law
instructor,instrukzio-egile,Juridical Sciences & Law > Administrative law
instructor, izapidegile,Juridical Sciences & Law > Administrative law
instructor,instruktore,Juridical Sciences & Law > Procedural law
insuficiencia cardíaca,bihotz-gutxiegitasun,Medical Sciences > Pharmacology
insuficiencia cardíaca,bihotzaren gutxiegitasun,Medical Sciences > Pathology
integridad,osotasun,Juridical Sciences & Law > Constitutional law
integridad,osotasun,Medical Sciences > Pharmaceutical Technology
integridad,integritate,Juridical Sciences & Law > Canon law
integridad, osotasun,Juridical Sciences & Law > Canon law
integridad,integritate,Technological Sciences > Computer technology
intensidad de corriente,korronte-intentsitate,Physics > Aplied Physics
intensidad de corriente,korronte-intentsitatea,Physics > General Physics specialities
intensidad de corriente,korronte,Technological Sciences > Electrical technology and engineering
intensidad de corriente, korronte-intentsitate,Technological Sciences > Electrical technology and engineering
intensidad de corriente,korronte-intentsitate,Physics > Electro-magnetism
intensidad de corriente, korrontearen intentsitate,Physics > Electro-magnetism
intensidad de emisión,emisio-intentsitate,Technological Sciences > Environmental technology and engineering
intensidad de emisión, isurpen-intentsitate,Technological Sciences > Environmental technology and engineering
intensidad de emisión,emisioaren intentsitate,Chemistry > Analytical chemistry
intensidad de la corriente eléctrica,intentsitate,Technological Sciences > Electronic technology
intensidad de la corriente eléctrica, korronte,Technological Sciences > Electronic technology
intensidad de la corriente eléctrica, korrontearen intentsitate,Technological Sciences > Electronic technology
intensidad de la corriente eléctrica,intentsitate elektriko,Physics > Electro-magnetism
intensidad de la corriente eléctrica, korronte elektrikoaren intentsitate,Physics > Electro-magnetism
intensión,edukiera,Juridical Sciences & Law > Law Philosophy
intensión,intentsio,Technological Sciences > Computer technology
interacción,elkarrakzio,Technological Sciences > Construction technology
interacción,elkarrekintza,Physics > Mechanics
interacción, interakzio,Physics > Mechanics
interacción,elkarrekintza,Physics > Theoretical physics
interacción,elkarrekintza,Physics > General Physics specialities
interacción, eragin-truke,Physics > General Physics specialities
interacción, interakzio,Physics > General Physics specialities
interacción,elkarrekintza,Medical Sciences > Pharmaceutical Technology
interacción,elkarrekintza,Medical Sciences > Pharmacology
interacción,elkarrekintza,Education sciences
interacción,elkarrekintza,Chemistry > Analytical chemistry
interacción,elkarrekintza,Physics > Electro-magnetism
interacción, interakzio,Physics > Electro-magnetism
interacción,elkarrekintza,Chemistry > Physical chemistry
interacción,elkar-ekintza,Technological Sciences > Environmental technology and engineering
interacción, elkarrekintza,Technological Sciences > Environmental technology and engineering
interacción, interakzio,Technological Sciences > Environmental technology and engineering
interacción,elkar-eragin,Economic Sciences > Econometrics
interacción, interakzio,Economic Sciences > Econometrics
interacción,elkarrekintza,Physics > Aplied Physics
interacción, interakzio,Physics > Aplied Physics
intercambio aniónico,anioi-truke,Life sciences > Biochemistry and Molecular Biology
intercambio aniónico,anioi-trukaketa,Technological Sciences > Environmental technology and engineering
intercambio aniónico, trukaketa anionikoa,Technological Sciences > Environmental technology and engineering
intercambio catiónico,katioi-trukaketa,Technological Sciences > Environmental technology and engineering
intercambio catiónico, trukaketa kationikoa,Technological Sciences > Environmental technology and engineering
intercambio catiónico,katioi-truke,Life sciences > Biochemistry and Molecular Biology
interés,interes,Economic Sciences > Economic accounting
interés,interes,Technological Sciences > Projects
interés,interes-eremu,Medical Sciences > Medical diagnostic and Treatment Technology
interés,interes,Economic Sciences > General economics
interés,interes,Economic Sciences > Organization and management of enterprises
interés,korritu,Juridical Sciences & Law > Finance law
interés, mozkin,Juridical Sciences & Law > Finance law
interés de demora,berandutze-interes,Juridical Sciences & Law > Civil law
interés de demora,berandutza-interes,Juridical Sciences & Law > Finance law
interés de demora, berandutza-korritu,Juridical Sciences & Law > Finance law
interés neto,mozkin garbi,Juridical Sciences & Law > Finance law
interés neto,interes garbi,Economic Sciences > General economics
interfase,fasearte,Technological Sciences > Environmental technology and engineering
interfase,interfase,Life sciences > Cell biology
interfase,interfaze,Technological Sciences > Telecommunications technology
interfase,interfase,Chemistry > Analytical chemistry
interfaz de usuario,erabiltzaile-interfaze,Technological Sciences > Computer technology
interfaz de usuario,erabiltzailearen interfaze,Technological Sciences > Instrumentation technology
interior,barrualde,Technological Sciences > Projects
interior,barnealde,Mathematics > Analysis and functional analysis
interior,barrualde,Mathematics > Topology
interpretación literal,hitzez hitzezko interpretazio,Juridical Sciences & Law > Finance law
interpretación literal,hitzezko interpretazio,Juridical Sciences & Law > Civil law
interpretación literal,hitzez hitzeko interpretazio,Medical Sciences > Nutritional sciences
interrupción,eten,Technological Sciences > Computer technology
interrupción, etenaldi,Technological Sciences > Computer technology
interrupción, etendura,Technological Sciences > Computer technology
interrupción,etenaldi,Medical Sciences > Pharmacology
interrupción,etenaldi,Juridical Sciences & Law > Labour and Social Security law
interrupción, periodo de suspensión,Juridical Sciences & Law > Labour and Social Security law
interrupción,etendura,Juridical Sciences & Law > Procedural law
interrupción,etendura,Juridical Sciences & Law > Civil law
interrupción,etendura,Technological Sciences > Environmental technology and engineering
interrupción,geldiarazpen,Juridical Sciences & Law > Finance law
interrupción,etenaldi,Technological Sciences > Telecommunications technology
intersección,ebakigune,Technological Sciences > Mechanical engineering and technology
intersección,elkargune,Technological Sciences > Industrial technology
intersección,ebakidura,Technological Sciences > Electronic technology
intersección,ebaketa,Mathematics > Algebra
intersección, ebakidura,Mathematics > Algebra
intersección,ebakidura,Physics > Electro-magnetism
intersección,ebaketa,Mathematics > Analysis and functional analysis
intersección, ebakigune,Mathematics > Analysis and functional analysis
intersección, ebakidura,Mathematics > Analysis and functional analysis
intersección,ebakidura,Mathematics > Statistics
intersección,ebakidura,Mathematics > Topology
intervalo,denbora tarte,Medical Sciences > Pharmaceutical Technology
intervalo,denbora-tarte,Life sciences > Biochemistry and Molecular Biology
intervalo,tarte,Technological Sciences > Computer technology
intervalo,tarte,Mathematics > Algebra
intervalo,tarte,Medical Sciences > Pharmacology
intervalo,tarte,Mathematics > Analysis and functional analysis
intervalo,tarte,Mathematics > Statistics
intoxicación,intoxikazio,Medical Sciences > Pharmacology
intoxicación,intoxikazio,Life sciences > Microbiology
intoxicación,toxikazio,Juridical Sciences & Law > Criminal law
intoxicación alimentaria,elikadura-intoxikazio,Technological Sciences > Food technology
intoxicación alimentaria,janarien bidezko intoxikazio,Medical Sciences > Microbiology
inventario,inbentario,Economic Sciences > Organization and management of enterprises
inventario,izakin,Economic Sciences > General economics
inventario, stock,Economic Sciences > General economics
inventario,inbentario,Technological Sciences > Environmental technology and engineering
inventario,inbentario,Juridical Sciences & Law > Administrative law
inversión,inbertsio,Technological Sciences > Environmental technology and engineering
inversión, inbestitze,Technological Sciences > Environmental technology and engineering
inversión,alderantzikapen,Physics > Theoretical physics
inversión, alderanzketa,Physics > Theoretical physics
inversión,inbertsio,Economic Sciences > Organization and management of enterprises
inversión,inbertsio,Technological Sciences > Telecommunications technology
inversión,inbertsio,Technological Sciences > Projects
inversión,hastapen-gastu,Economic Sciences > General economics
inversión, inbertsio,Economic Sciences > General economics
inversión,inbertsio,Juridical Sciences & Law > Finance law
inversión,inbertsio,Economic Sciences > Economic theory
inversión,inbertsio,Economic Sciences > Economic accounting
inversión temporal,denbora-alderanzketa,Physics > Theoretical physics
inversión temporal,toleste,Technological Sciences > Telecommunications technology
inversor,alderanzgailu,Technological Sciences > Electronic technology
inversor, inbertsore,Technological Sciences > Electronic technology
inversor, NOT ate logiko,Technological Sciences > Electronic technology
inversor,inbertitzaile,Economic Sciences > Economic accounting
inversor, inbertsiogile,Economic Sciences > Economic accounting
inversor, inbertsore,Economic Sciences > Economic accounting
inversor,inbertitzaile,Economic Sciences > General economics
inversor,alderanzgailu,Technological Sciences > Electrical technology and engineering
inversor, inbertsore,Technological Sciences > Electrical technology and engineering
inversor, kizkurgailu,Technological Sciences > Electrical technology and engineering
invertir,inbertitu,Economic Sciences > Economic accounting
invertir,alderantzikatu,Technological Sciences > Electrical technology and engineering
irretroactividad,atzera-eragin ez,Juridical Sciences & Law > Administrative law
irretroactividad, atzeraeragin ez,Juridical Sciences & Law > Administrative law
irretroactividad, atzeraeragin ezin,Juridical Sciences & Law > Administrative law
irretroactividad,atzeraeraginezintasun,Juridical Sciences & Law > Constitutional law
irretroactividad,atzeraeraginkortasun ez,Juridical Sciences & Law > Finance law
irrevocabilidad,atzeraezintasun,Juridical Sciences & Law > Procedural law
irrevocabilidad,errebokaezintasun,Juridical Sciences & Law > Civil law
isoterma,isoterma,Earth and Space Sciences > Geology
isoterma,isoterma,Chemistry > Physical chemistry
isoterma,lerro isotermo,Physics > Thermodynamics
isoterma,isoterma,Earth and Space Sciences > Metereology and Oceanography
juicio,epaiketa,Juridical Sciences & Law > Procedural law
juicio, judizio,Juridical Sciences & Law > Procedural law
juicio,epai,Technological Sciences > Environmental technology and engineering
juicio,auzi,Education sciences
juicio,epaiketa,Juridical Sciences & Law > Constitutional law
juicio,epaiketa,Juridical Sciences & Law > Law Philosophy
juicio,auzi,Juridical Sciences & Law > Roman law
juicio, epaiketa,Juridical Sciences & Law > Roman law
juicio, judizio,Juridical Sciences & Law > Roman law
junta,juntura,Technological Sciences > Mechanical engineering and technology
junta,batzar,Juridical Sciences & Law > Commercial law
jurado,jurado,Juridical Sciences & Law > Canon law
jurado, zinpeko,Juridical Sciences & Law > Canon law
jurado,zinpeko,Juridical Sciences & Law > Procedural law
jurado,epaimahai,Juridical Sciences & Law > Finance law
jurado,zinpekoen epaimahai,Juridical Sciences & Law > Constitutional law
jurado,epaimahai,Juridical Sciences & Law > Law Philosophy
jurisdicción,jurisdikzio,Juridical Sciences & Law > Roman law
jurisdicción,eskumen,Juridical Sciences & Law > Law Philosophy
jurisdicción,jurisdikzio,Juridical Sciences & Law > Finance law
jurisdicción,jurisdikzio,Juridical Sciences & Law > Procedural law
jurisdicción,jurisdikzio,Juridical Sciences & Law > Labour and Social Security law
jurisdicción,jurisdikzio,Juridical Sciences & Law > Constitutional law
justificante,egiaztagiri,Education sciences
justificante,frogagiri,Juridical Sciences & Law > Finance law
justificante, ziurtagiri,Juridical Sciences & Law > Finance law
juzgado de lo mercantil,merkataritza-arloko epaitegi,Juridical Sciences & Law > Procedural law
juzgado de lo mercantil, merkataritza-epaitegi,Juridical Sciences & Law > Procedural law
juzgado de lo mercantil,merkataritzako epaitegi,Juridical Sciences & Law > Commercial law
juzgar,epaitu,Juridical Sciences & Law > Procedural law
juzgar,epaitu,Juridical Sciences & Law > Administrative law
juzgar,juzgatu,Juridical Sciences & Law > Law Philosophy
juzgar,epaitu,Juridical Sciences & Law > Constitutional law
laguna,hutsune,Juridical Sciences & Law > Constitutional law
laguna,urmael,Technological Sciences > Environmental technology and engineering
laguna,hutsune,Juridical Sciences & Law > Administrative law
laguna,hutsune,Juridical Sciences & Law > Law Philosophy
lámina,xafla,Technological Sciences > Environmental technology and engineering
lámina,lamina,Technological Sciences > Industrial technology
lámina,orri,Technological Sciences > Mechanical engineering and technology
lámina,lamina,Medical Sciences > Medical diagnostic and Treatment Technology
lámina,plaka,Physics > Electro-magnetism
lámina, xafla,Physics > Electro-magnetism
laminar,ijeztu,Technological Sciences > Mechanical engineering and technology
laminar,ijeztu,Technological Sciences > Industrial technology
laminar,ijetzi,Technological Sciences > Construction technology
lecho fluido,ohantze fluidizatu,Technological Sciences > Chemical technology and engineering
lecho fluido,ohantze fluidizatu,Technological Sciences > Environmental technology and engineering
lecho fluido,ohantze fluido,Technological Sciences > Electrical technology and engineering
legítima defensa,bidezko defentsa,Juridical Sciences & Law > Procedural law
legítima defensa,legebidezko defentsa,Juridical Sciences & Law > Criminal law
legítima defensa,bidezko defentsa,Juridical Sciences & Law > International law
